iter	Passed	Remaining
490	2024	2098
491	2028	2094
492	2032	2090
493	2036	2086
494	2040	2081
495	2044	2077
496	2048	2073
497	2052	2068
498	2056	2065
499	2060	2060
500	2064	2056
501	2069	2052
502	2072	2047
503	2076	2043
504	2081	2040
505	2085	2035
506	2089	2031
507	2093	2027
508	2097	2023
509	2101	2019
510	2105	2014
511	2109	2010
512	2114	2007
513	2117	2002
514	2121	1998
515	2125	1993
516	2130	1989
517	2134	1985
518	2138	1981
519	2142	1977
520	2146	1973
521	2150	1969
522	2155	1965
523	2159	1961
524	2163	1957
525	2167	1952
526	2171	1949
527	2175	1945
528	2180	1941
529	2184	1937
530	2189	1933
531	2193	1929
532	2198	1926
533	2202	1922
534	2207	1918
535	2212	1915
536	2217	1911
537	2221	1907
538	2225	1903
539	2229	1899
540	2234	1895
541	2238	1891
542	2243	1887
543	2247	1883
544	2251	1879
545	2255	1875
546	2260	1871
547	2264	1867
548	2269	1864
549	2273	1860
550	2277	1856
551	2281	1852
552	2286	1848
553	2291	1844
554	2295	1840
555	2299	1836
556	2303	1832
557	2308	1828
558	2313	1824
559	2317	1820
560	2321	1816
561	2325	1812
562	2329	1808
563	2334	1804
564	2338	1800
565	2343	1796
566	2347	1792
567	2352	1788
568	2356	1785
569	2361	1781
570	2365	1777
571	2370	1773
572	2374	1769
573	2379	1765
574	2383	1761
575	2387	1757
576	2391	1753
577	2395	1749
578	2399	1744
579	2404	1741
580	2409	1737
581	2414	1734
582	2418	1730
583	2422	1725
584	2427	1721
585	2431	1717
586	2434	1713
587	2438	1708
588	2443	1705
589	2447	1701
590	2452	1697
591	2456	1693
592	2460	1688
593	2464	1684
594	2468	1680
595	2473	1676
596	2477	1672
597	2481	1668
598	2486	1664
599	2491	1660
600	2495	1656
601	2499	1652
602	2503	1648
603	2507	1644
604	2511	1640
605	2516	1635
606	2520	1631
607	2524	1627
608	2528	1623
609	2532	1618
610	2536	1614
611	2540	1610
612	2545	1606
613	2549	1602
614	2553	1598
615	2558	1594
616	2561	1590
617	2566	1586
618	2570	1581
619	2573	1577
620	2578	1573
621	2582	1569
622	2587	1565
623	2591	1561
624	2595	1557
625	2599	1553
626	2603	1548
627	2607	1544
628	2611	1540
629	2616	1536
630	2620	1532
631	2624	1528
632	2628	1524
633	2633	1520
634	2637	1516
635	2642	1512
636	2646	1508
637	2651	1504
638	2655	1500
639	2659	1496
640	2664	1492
641	2668	1488
642	2673	1484
643	2677	1479
644	2681	1476
645	2685	1471
646	2689	1467
647	2693	1463
648	2698	1459
649	2702	1455
650	2707	1451
651	2712	1447
652	2716	1443
653	2720	1439
654	2725	1435
655	2729	1431
656	2733	1427
657	2738	1423
658	2742	1419
659	2746	1415
660	2751	1410
661	2755	1406
662	2759	1402
663	2763	1398
664	2768	1394
665	2771	1390
666	2776	1385
667	2780	1381
668	2784	1377
669	2788	1373
670	2792	1369
671	2797	1365
672	2801	1361
673	2805	1357
674	2809	1352
675	2813	1348
676	2818	1344
677	2822	1340
678	2827	1336
679	2831	1332
680	2835	1328
681	2840	1324
682	2844	1320
683	2848	1315
684	2852	1311
685	2856	1307
686	2860	1303
687	2865	1299
688	2869	1295
689	2874	1291
690	2878	1287
691	2883	1283
692	2888	1279
693	2892	1275
694	2896	1271
695	2900	1266
696	2904	1262
697	2908	1258
698	2913	1254
699	2917	1250
700	2921	1246
701	2925	1241
702	2929	1237
703	2933	1233
704	2938	1229
705	2942	1225
706	2946	1221
707	2951	1217
708	2956	1213
709	2960	1209
710	2964	1205
711	2969	1200
712	2973	1197
713	2978	1193
714	2982	1188
715	2987	1184
716	2991	1180
717	2996	1176
718	3000	1172
719	3004	1168
720	3008	1164
721	3012	1159
722	3016	1155
723	3020	1151
724	3025	1147
725	3029	1143
726	3033	1139
727	3038	1135
728	3041	1130
729	3045	1126
730	3050	1122
731	3054	1118
732	3058	1114
733	3063	1110
734	3067	1105
735	3071	1101
736	3075	1097
737	3080	1093
738	3084	1089
739	3088	1085
740	3092	1080
741	3097	1076
742	3101	1072
743	3105	1068
744	3109	1064
745	3113	1060
746	3118	1056
747	3122	1052
748	3127	1048
749	3131	1043
750	3135	1039
751	3139	1035
752	3143	1031
753	3148	1027
754	3151	1022
755	3156	1018
756	3161	1014
757	3165	1010
758	3169	1006
759	3173	1002
760	3177	998
761	3182	993
762	3186	989
763	3190	985
764	3195	981
765	3199	977
766	3204	973
767	3208	969
768	3212	965
769	3216	960
770	3220	956
771	3224	952
772	3228	948
773	3233	944
774	3237	939
775	3241	935
776	3246	931
777	3250	927
778	3255	923
779	3259	919
780	3263	915
781	3267	910
782	3271	906
783	3277	902
784	3281	898
785	3285	894
786	3289	890
787	3294	886
788	3298	882
789	3302	877
790	3306	873
791	3311	869
792	3315	865
793	3320	861
794	3324	857
795	3329	853
796	3333	849
797	3337	844
798	3342	840
799	3347	836
800	3351	832
801	3355	828
802	3360	824
803	3364	820
804	3369	816
805	3373	812
806	3377	807
807	3381	803
808	3386	799
809	3390	795
810	3394	791
811	3399	787
812	3403	782
813	3408	778
814	3412	774
815	3416	770
816	3419	766
817	3424	761
818	3428	757
819	3432	753
820	3436	749
821	3441	745
822	3445	740
823	3449	736
824	3453	732
825	3457	728
826	3461	724
827	3465	719
828	3470	715
829	3474	711
830	3478	707
831	3482	703
832	3486	699
833	3490	694
834	3495	690
835	3499	686
836	3504	682
837	3508	678
838	3512	674
839	3516	669
840	3520	665
841	3524	661
842	3528	657
843	3532	653
844	3537	648
845	3541	644
846	3545	640
847	3548	636
848	3553	631
849	3557	627
850	3561	623
851	3565	619
852	3570	615
853	3574	611
854	3578	606
855	3582	602
856	3587	598
857	3591	594
858	3595	590
859	3599	585
860	3604	581
861	3608	577
862	3612	573
863	3616	569
864	3620	565
865	3624	560
866	3628	556
867	3633	552
868	3637	548
869	3641	544
870	3645	539
871	3649	535
872	3653	531
873	3657	527
874	3661	523
875	3665	518
876	3669	514
877	3673	510
878	3677	506
879	3681	502
880	3685	497
881	3690	493
882	3694	489
883	3698	485
884	3703	481
885	3706	476
886	3710	472
887	3714	468
888	3718	464
889	3722	460
890	3726	455
891	3730	451
892	3734	447
893	3738	443
894	3742	439
895	3747	434
896	3751	430
897	3755	426
898	3759	422
899	3763	418
900	3767	414
901	3771	409
902	3775	405
903	3779	401
904	3783	397
905	3787	392
906	3791	388
907	3795	384
908	3799	380
909	3803	376
910	3808	372
911	3812	367
912	3816	363
913	3820	359
914	3824	355
915	3828	351
916	3832	346
917	3837	342
918	3841	338
919	3845	334
920	3849	330
921	3854	326
922	3858	321
923	3863	317
924	3867	313
925	3871	309
926	3875	305
927	3879	300
928	3883	296
929	3887	292
930	3891	288
931	3895	284
932	3899	280
933	3903	275
934	3907	271
935	3912	267
936	3916	263
937	3920	259
938	3924	254
939	3928	250
940	3932	246
941	3937	242
942	3941	238
943	3946	234
944	3949	229
945	3953	225
946	3957	221
947	3961	217
948	3966	213
949	3970	208
950	3974	204
951	3978	200
952	3982	196
953	3987	192
954	3991	188
955	3995	183
956	3999	179
957	4004	175
958	4008	171
959	4013	167
960	4017	163
961	4021	158
962	4025	154
963	4030	150
964	4034	146
965	4038	142
966	4042	137
967	4046	133
968	4051	129
969	4055	125
970	4059	121
971	4063	117
972	4066	112
973	4071	108
974	4075	104
975	4079	100
976	4083	96
977	4086	91
978	4091	87
979	4094	83
980	4098	79
981	4103	75
982	4106	71
983	4111	66
984	4115	62
985	4119	58
986	4123	54
987	4127	50
988	4131	45
989	4136	41
990	4140	37
991	4143	33
992	4147	29
993	4151	25
994	4155	20
995	4159	16
996	4164	12
997	4167	8
998	4171	4
999	4176	0
